raw_reference,stage_1_label,stage_2_extracted_fields,violation_tags,adversarial_reference
National Geographic (2024) Honeybee. Available at: https://www.nationalgeographic.com/animals/invertebrates/facts/honeybee (Accessed: 20 August 2020).,website,"{'authors': ['National Geographic'], 'year': '2024', 'title': 'Honeybee', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.nationalgeographic.com/animals/invertebrates/facts/honeybee', 'accessed_date': '20 August 2020', 'reference_type': 'website'}",['url_without_doi'],National Geographic (n.d.) Honeybee. Available at: https://www.nationalgeographic.com/animals/invertebrates/facts/honeybee (Accessed: 20 August 2020).
"Olah, C.(2015) ‘Understanding LSTM Networks’ Colah’s blog 27August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 18 January 2023).",website,"{'authors': ['Olah', 'C.'], 'year': '2015', 'title': '‘Understanding LSTM Networks’ Colah’s blog 27August', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://colah.github.io/posts/2015-08-Understanding-LSTMs/', 'accessed_date': '18 January 2023', 'reference_type': 'website'}",['url_without_doi'],"Olah, C.(2015) ‘Understanding LSTM Networks’ Colah’s blog 27August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 18 January 2023)."
"Graystock, P., Goulson, D. and Hughes, W.O.H. (2014) 'The relationship between managed bees and the prevalence of parasites in bumblebees', PeerJ 2, pp 522.",journal,"{'authors': ['Graystock', 'P.', 'Goulson', 'D.', 'Hughes', 'W.O.H.'], 'year': '2014', 'title': ""'The relationship between managed bees and the prevalence of parasites in bumblebees', PeerJ 2, pp 522"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",['missing_pages'],"Graystock, P., Goulson, D. & Hughes, W.O.H. (2014) 'The relationship between managed bees & the prevalence of parasites in bumblebees', PeerJ 2, pp 522."
"Seeley, T.D. and Tautz, J. (2001) ‘Worker piping in honeybee swarms and its role in preparing for liftoff’. Journal of Comp. Physiol. 187, pp667–676.",journal,"{'authors': ['Seeley', 'T.D.', 'Tautz', 'J.'], 'year': '2001', 'title': '‘Worker piping in honeybee swarms and its role in preparing for liftoff’', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",['missing_pages'],"SEELEY, T.D. AND TAUTZ, J. (2001) ‘WORKER PIPING IN HONEYBEE SWARMS AND ITS ROLE IN PREPARING FOR LIFTOFF’. JOURNAL OF COMP. PHYSIOL. 187, PP667–676."
"Favre, D. (2011) 'Mobile phone-induced honeybee worker piping', Apidologie, 42(3), pp.270-279.",journal,"{'authors': ['Favre', 'D.'], 'year': '2011', 'title': ""'Mobile phone-induced honeybee worker piping', Apidologie, 42(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Favre, D. (2011) 'Mobile phone-induced honeybee worker piping', Apidologie, 42(3), pp.270-279."
"Bromenshenk, J. et al. (2015) 'Bees as biosensors: Chemosensory ability, honeybee monitoring systems, and emergent sensor technologies derived from the pollinator syndrome', Biosensors (Basel), 5(4), pp.678-711.",journal,"{'authors': ['Bromenshenk', 'J. et al.'], 'year': '2015', 'title': ""'Bees as biosensors: Chemosensory ability, honeybee monitoring systems, and emergent sensor technologies derived from the pollinator syndrome', Biosensors (Basel), 5(4), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Bromenshenk, J. et al. (2015) 'Bees as biosensors: Chemosensory ability, honeybee monitoring systems, & emergent sensor technologies derived from the pollinator syndrome', Biosensors (Basel), 5(4), pp.678-711."
"Nolasco, I., Terenzi, A., Cecchi, S., Orcioni, S., Bear, H.L. and Benetos, E. (2019) ‘Audio-based identification of beehive states’, in ICASSP 2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP). Brighton, UK, 12–17 May 2019, pp. 8256–8260. Available at: https://doi.org/10.1109/icassp.2019.8682981 - conference
.",unknown,"{'authors': ['Nolasco', 'I.', 'Terenzi', 'A.', 'Cecchi', 'S.', 'Orcioni', 'S.', 'Bear', 'H.L.', 'Benetos', 'E.'], 'year': '2019', 'title': '‘Audio-based identification of beehive states’, in ICASSP 2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://doi.org/10.1109/icassp.2019.8682981', 'accessed_date': '', 'reference_type': 'unknown'}",['missing_access_date'],"NOLASCO, I., TERENZI, A., CECCHI, S., ORCIONI, S., BEAR, H.L. AND BENETOS, E. (2019) ‘AUDIO-BASED IDENTIFICATION OF BEEHIVE STATES’, IN ICASSP 2019 IEEE INTERNATIONAL CONFERENCE ON ACOUSTICS, SPEECH AND SIGNAL PROCESSING (ICASSP). BRIGHTON, UK, 12–17 MAY 2019, PP. 8256–8260. AVAILABLE AT: HTTPS://DOI.ORG/10.1109/ICASSP.2019.8682981 - CONFERENCE
."
"Baldridge, J.V., Curtis, D.V. Euchre, G and Riley, G.L. (2005) Effective Communication Dublin: Gill and Macmillan.",book,"{'authors': ['Baldridge', 'J.V.', 'Curtis', 'D.V. Euchre', 'G', 'Riley', 'G.L.'], 'year': '2005', 'title': 'Effective Communication Dublin: Gill and Macmillan', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Baldridge, J.V., Curtis, D.V. Euchre, G and Riley, G.L. (2005) Effective Communication Dublin: Gill and Macmillan."
"Boys, R. (1999) “Beekeeping in a nutshellListen to the Bees”, Available at https://beedata.com.mirror.hiveeyes.org/data2/listen/listenbees.htm [Last accessed 18 October 2020]",website,"{'authors': ['Boys', 'R.'], 'year': '1999', 'title': '“Beekeeping in a nutshellListen to the Bees”, Available at https://beedata', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://beedata.com.mirror.hiveeyes.org/data2/listen/listenbees.htm', 'accessed_date': '', 'reference_type': 'website'}",['url_without_doi'],"Boys, R. (1999) “Beekeeping in a nutshellListen to the Bees”, Available at https://beedata.com.mirror.hiveeyes.org/data2/listen/listenbees.htm [Last accessed 18 October 2020]"
"Switanek, M. et al. (2017) 'Modelling seasonal effects of temperature and precipitation on honeybee winter mortality in a temperate climate', Science of the Total Environment, 579 pp.1581-1587.",journal,"{'authors': ['Switanek', 'M. et al.'], 'year': '2017', 'title': ""'Modelling seasonal effects of temperature and precipitation on honeybee winter mortality in a temperate climate', Science of the Total Environment, 579 pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Switanek, M. et al. (2017) 'Modelling seasonal effects of temperature and precipitation on honeybee winter mortality in a temperate climate', Science of the Total Environment, 579 pp.1581-1587."
"Davis, I. and Cullum-Kenyon, R. (2018) The BBKA guide to beekeeping. 2nd edn. London: Bloomsbury Wildlife.",book,"{'authors': ['Davis', 'I.', 'Cullum-Kenyon', 'R.'], 'year': '2018', 'title': 'The BBKA guide to beekeeping', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Davis, I. and Cullum-Kenyon, R. (2018) The BBKA guide to beekeeping. 2nd edn. London: Bloomsbury Wildlife."
"Phiri, B.J., Fèvre, D. and Hidano, A. (2022) 'Uptrend in global managed honeybee colonies and production based on a six-decade viewpoint, 1961-2017', Scientific Reports, 12(1), pp.21298.",journal,"{'authors': ['Phiri', 'B.J.', 'Fèvre', 'D.', 'Hidano', 'A.'], 'year': '2022', 'title': ""'Uptrend in global managed honeybee colonies and production based on a six-decade viewpoint, 1961-2017', Scientific Reports, 12(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Phiri, B.J., Fèvre, D. and Hidano, A. (n.d.) 'Uptrend in global managed honeybee colonies and production based on a six-decade viewpoint, 1961-2017', Scientific Reports, 12(1), pp.21298."
"Bernard, É (2021) Introduction to machine learning. Champaign: Wolfram Media, Inc.",book,"{'authors': ['Bernard', 'É'], 'year': '2021', 'title': 'Introduction to machine learning', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Bernard, É (2021) Introduction to machine learning Champaign: Wolfram Media, Inc"
"Smith, B.P. and Brier, M.E. (1996) 'Statistical approach to neural network model building for gentamicin peak predictions', Journal of Pharmaceutical Sciences, 85(1), pp.65-69.",journal,"{'authors': ['Smith', 'B.P.', 'Brier', 'M.E.'], 'year': '1996', 'title': ""'Statistical approach to neural network model building for gentamicin peak predictions', Journal of Pharmaceutical Sciences, 85(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Smith, B.P. and Brier, M.E. (1996) 'Statistical approach to neural network model building for gentamicin peak predictions', Journal of Pharmaceutical Sciences, 85(1), pp.65-69."
"Qandour, A. et al. (2014) 'Remote beehive monitoring using acoustic signals', Australian Acoustical Society, 42(3), pp.204-209.",journal,"{'authors': ['Qandour', 'A. et al.'], 'year': '2014', 'title': ""'Remote beehive monitoring using acoustic signals', Australian Acoustical Society, 42(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"QANDOUR, A. ET AL. (2014) 'REMOTE BEEHIVE MONITORING USING ACOUSTIC SIGNALS', AUSTRALIAN ACOUSTICAL SOCIETY, 42(3), PP.204-209."
"Aizen, M.A. and Harder, L.D. (2009) 'The global stock of domesticated honeybees is growing slower than agricultural demand for pollination', Current Biology, 19(11), pp.915-918.",journal,"{'authors': ['Aizen', 'M.A.', 'Harder', 'L.D.'], 'year': '2009', 'title': ""'The global stock of domesticated honeybees is growing slower than agricultural demand for pollination', Current Biology, 19(11), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Aizen, M.A. and Harder, L.D. (2009) 'The global stock of domesticated honeybees is growing slower than agricultural demand for pollination', Current Biology, 19(11), pp.915-918."
"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University.",thesis,"{'authors': ['Lalani', 'B.'], 'year': '2017', 'title': 'Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'thesis'}",[],"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University."
"Bishop, C.M. (1995) Neural networks for pattern recognition.  Oxford: Clarendon Press.",book,"{'authors': ['Bishop', 'C.M.'], 'year': '1995', 'title': 'Neural networks for pattern recognition', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Bishop, CM (1995) Neural networks for pattern recognition  Oxford: Clarendon Press"
"Kim, J.K. and Shao, J. (2021) Statistical methods for handling incomplete data.2nd edn. New York: Chapman and Hall/CRC.",book,"{'authors': ['Kim', 'J.K.', 'Shao', 'J.'], 'year': '2021', 'title': 'Statistical methods for handling incomplete data', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"KIM, J.K. AND SHAO, J. (2021) STATISTICAL METHODS FOR HANDLING INCOMPLETE DATA.2ND EDN. NEW YORK: CHAPMAN AND HALL/CRC."
"Kitton, J. (2013) Golden sunset. Available at: https://www.jameskittophotography.co.uk/photo_8692150.html (Accessed: 21 November 2021).",image,"{'authors': ['Kitton', 'J.'], 'year': '2013', 'title': 'Golden sunset', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.jameskittophotography.co.uk/photo_8692150.html', 'accessed_date': '21 November 2021', 'reference_type': 'image'}",['url_without_doi'],"KITTON, J. (2013) GOLDEN SUNSET. AVAILABLE AT: HTTPS://WWW.JAMESKITTOPHOTOGRAPHY.CO.UK/PHOTO_8692150.HTML (ACCESSED: 21 NOVEMBER 2021)."
"Johnson, B.R. (2010) 'Division of labor in honeybees: form, function, and proximate mechanisms', Behavioral Ecology and Sociobiology, 64(3), pp.305-316.",journal,"{'authors': ['Johnson', 'B.R.'], 'year': '2010', 'title': ""'Division of labor in honeybees: form, function, and proximate mechanisms', Behavioral Ecology and Sociobiology, 64(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Johnson, B.R. (2010) 'Division of labor in honeybees: form, function, & proximate mechanisms', Behavioral Ecology & Sociobiology, 64(3), pp.305-316."
MathWorks (2016) Introduction to Machine Learning. Available at: https://www.mathworks.com/content/dam/mathworks/tag-team/Objects/i/88174_92991v00_machine_learning_section1_ebook.pdf (Accessed: 20 June 2020).,ebook,"{'authors': ['MathWorks'], 'year': '2016', 'title': 'Introduction to Machine Learning', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.mathworks.com/content/dam/mathworks/tag-team/Objects/i/88174_92991v00_machine_learning_section1_ebook.pdf', 'accessed_date': '20 June 2020', 'reference_type': 'ebook'}",['url_without_doi'],MathWorks (2016) Introduction to Machine Learning. Retrieved from: https://www.mathworks.com/content/dam/mathworks/tag-team/Objects/i/88174_92991v00_machine_learning_section1_ebook.pdf (Accessed: 20 June 2020).
"Kitton, J. (2013) Golden sunset. Available at: https://www.jameskittophotography.co.uk/photo_8692150.html (Accessed: 21 November 2021).",image,"{'authors': ['Kitton', 'J.'], 'year': '2013', 'title': 'Golden sunset', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.jameskittophotography.co.uk/photo_8692150.html', 'accessed_date': '21 November 2021', 'reference_type': 'image'}",['url_without_doi'],"Kitton, J (2013) Golden sunset Available at: https://wwwjameskittophotographycouk/photo_8692150html (Accessed: 21 November 2021)"
"Bloomfield, P. (1976) Fourier analysis of time series: An introduction, New York,: John Wiley & Sons.",book,"{'authors': ['Bloomfield', 'P.'], 'year': '1976', 'title': 'Fourier analysis of time series: An introduction, New York,: John Wiley & Sons', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Bloomfield, P (1976) Fourier analysis of time series: An introduction, New York,: John Wiley & Sons"
"Rangel, J. and Seeley, T.D. (2008a) 'The signals initiating the mass exodus of a honeybee swarm from its nest', Animal Behaviour, 76(6), pp.1943-1952.",unknown,"{'authors': ['Rangel', 'J.', 'Seeley', 'T.D.'], 'year': '2008a', 'title': ""'The signals initiating the mass exodus of a honeybee swarm from its nest', Animal Behaviour, 76(6), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'unknown'}",[],"Rangel, J. & Seeley, T.D. (2008a) 'The signals initiating the mass exodus of a honeybee swarm from its nest', Animal Behaviour, 76(6), pp.1943-1952."
"Peng, C.J., Lee, K.L. and Ingersoll, G.M. (2002) 'An introduction to logistic regression analysis and reporting', Null, 96(1), pp.3-14.",journal,"{'authors': ['Peng', 'C.J.', 'Lee', 'K.L.', 'Ingersoll', 'G.M.'], 'year': '2002', 'title': ""'An introduction to logistic regression analysis and reporting', Null, 96(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Peng, CJ, Lee, KL and Ingersoll, GM (2002) 'An introduction to logistic regression analysis and reporting', Null, 96(1), pp3-14"
"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020).",wesite,"{'authors': ['Colah', 'C.'], 'year': '2015', 'title': '‘Understanding LSTM Networks’, Colah’s blog, 27 August', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://colah.github.io/posts/2015-08-Understanding-LSTMs/', 'accessed_date': '23 July 2020', 'reference_type': 'wesite'}",['url_without_doi'],"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020)."
NIST(no date) Introduction to Time Series Analysis. Available at: https://www.itl.nist.gov/div898/handbook/pmc/section4/pmc4.htm (Accessed: 29 October 2019).,website,"{'authors': [], 'year': '', 'title': 'Introduction to Time Series Analysis', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.itl.nist.gov/div898/handbook/pmc/section4/pmc4.htm', 'accessed_date': '29 October 2019', 'reference_type': 'website'}","['url_without_doi', 'missing_year']",NIST(no date) Introduction to Time Series Analysis Available at: https://wwwitlnistgov/div898/handbook/pmc/section4/pmc4htm (Accessed: 29 October 2019)
"Gursimran, K. and Neha, M. (2015) 'Music genre classification using MFCC, SVM and BPNN', International Journal of Computer Applications, 112(6), pp.12-14.",journal,"{'authors': ['Gursimran', 'K.', 'Neha', 'M.'], 'year': '2015', 'title': ""'Music genre classification using MFCC, SVM and BPNN', International Journal of Computer Applications, 112(6), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"GURSIMRAN, K. AND NEHA, M. (2015) 'MUSIC GENRE CLASSIFICATION USING MFCC, SVM AND BPNN', INTERNATIONAL JOURNAL OF COMPUTER APPLICATIONS, 112(6), PP.12-14."
Monaghan Institute. (2015). Graduate research [online]. Available from: http://www.dkit.ie/research/graduate -research [accessed 24 February 2015].,website,"{'authors': ['Monaghan Institute.'], 'year': '2015', 'title': '', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://www.dkit.ie/research/graduate', 'accessed_date': '', 'reference_type': 'website'}",['url_without_doi'],Monaghan Institute (2015) Graduate research [online] Available from: http://wwwdkitie/research/graduate -research [accessed 24 February 2015]
"Budge, G.E. et al. (2020) 'Chronic bee paralysis as a serious emerging threat to honeybees', Nature Communications, 11(1), pp.2164.",journal,"{'authors': ['Budge', 'G.E. et al.'], 'year': '2020', 'title': ""'Chronic bee paralysis as a serious emerging threat to honeybees', Nature Communications, 11(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Budge, G.E. et al. (2020) 'Chronic bee paralysis as a serious emerging threat to honeybees', Nature Communications, 11(1), pp.2164."
"Hardell, L. (2017) 'World Health Organization, radiofrequency radiation and health - a hard nut to crack (Review)', International Journal of Oncology, 51(2), pp.405-413.",journal,"{'authors': ['Hardell', 'L.'], 'year': '2017', 'title': ""'World Health Organization, radiofrequency radiation and health - a hard nut to crack (Review)', International Journal of Oncology, 51(2), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"HARDELL, L. (2017) 'WORLD HEALTH ORGANIZATION, RADIOFREQUENCY RADIATION AND HEALTH - A HARD NUT TO CRACK (REVIEW)', INTERNATIONAL JOURNAL OF ONCOLOGY, 51(2), PP.405-413."
"Howard, D. et al. (2013) 'Signal processing the acoustics of honeybees (Apis Mellifera) to identify the “Queenless” state in hives', Institute of Acoustics, 35 pp.290-297.",journal,"{'authors': ['Howard', 'D. et al.'], 'year': '2013', 'title': ""'Signal processing the acoustics of honeybees (Apis Mellifera) to identify the “Queenless” state in hives', Institute of Acoustics, 35 pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Howard, D et al (2013) 'Signal processing the acoustics of honeybees (Apis Mellifera) to identify the “Queenless” state in hives', Institute of Acoustics, 35 pp290-297"
"Lee, K.Y. et al. (2017) 'Pollination efficiency of honeybees (Apis mellifera L.) and bumblebees (Bombus terrestris L.) in different cultivars of Asian Pear (Pyrus pyrifolia Nakai)', Journal of Apiculture, 32(4), pp.303-314.",journal,"{'authors': ['Lee', 'K.Y. et al.'], 'year': '2017', 'title': ""'Pollination efficiency of honeybees (Apis mellifera L"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Lee, KY et al (2017) 'Pollination efficiency of honeybees (Apis mellifera L) and bumblebees (Bombus terrestris L) in different cultivars of Asian Pear (Pyrus pyrifolia Nakai)', Journal of Apiculture, 32(4), pp303-314"
"Mitchell, T.A. (1997) Machine learning. Australia: McGraw-Hil.",book,"{'authors': ['Mitchell', 'T.A.'], 'year': '1997', 'title': 'Machine learning', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Mitchell, TA (1997) Machine learning Australia: McGraw-Hil"
Dundalk Institute of Technology. (2012). Whitaker Theatre [image online]. Available from: https://www.dkit.ie/about [accessed 5 July 2014].,image,"{'authors': ['Dundalk Institute of Technology.'], 'year': '2012', 'title': '', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.dkit.ie/about', 'accessed_date': '', 'reference_type': 'image'}",['url_without_doi'],Dundalk Institute of Technology. (2012). Whitaker Theatre [image online]. Available from: https://www.dkit.ie/about [accessed 5 July 2014].
"Martin, K. (2019) The queen of hearts. New York: Berkley.",book,"{'authors': ['Martin', 'K.'], 'year': '2019', 'title': 'The queen of hearts', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Martin, K. (n.d.) The queen of hearts. New York: Berkley."
"Peng, R., Ardekani, I. and Sharifzadeh, H. (2020) 'An acoustic signal processing system for identification of queen-less beehives', In Proceedings of the 2020 Asia-Pacific Signal and Information Processing Association Annual Summit and Conference (APSIPA ASC). Auckland, New Zealand, 7–10 December. IEEE, pp. 57–63. Available at: doi.org",unknown,"{'authors': ['Peng', 'R.', 'Ardekani', 'I.', 'Sharifzadeh', 'H.'], 'year': '2020', 'title': ""'An acoustic signal processing system for identification of queen-less beehives', In Proceedings of the 2020 Asia-Pacific Signal and Information Processing Association Annual Summit and Conference (APSIPA ASC)"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'unknown'}",['missing_access_date'],"Peng, R., Ardekani, I. and Sharifzadeh, H. (n.d.) 'An acoustic signal processing system for identification of queen-less beehives', In Proceedings of the 2020 Asia-Pacific Signal and Information Processing Association Annual Summit and Conference (APSIPA ASC). Auckland, New Zealand, 7–10 December. IEEE, pp. 57–63. Available at: doi.org"
"Bloomfield, P. (1976) Fourier analysis of time series: An introduction, New York,: John Wiley & Sons.",book,"{'authors': ['Bloomfield', 'P.'], 'year': '1976', 'title': 'Fourier analysis of time series: An introduction, New York,: John Wiley & Sons', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Bloomfield, P (1976) Fourier analysis of time series: An introduction, New York,: John Wiley & Sons"
Environment Agency (2020) The flood and coastal erosion risk management strategy action plan 2021. Environment Agency.,other,"{'authors': ['Environment Agency'], 'year': '2020', 'title': 'The flood and coastal erosion risk management strategy action plan 2021', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'other'}",[],ENVIRONMENT AGENCY (2020) THE FLOOD AND COASTAL EROSION RISK MANAGEMENT STRATEGY ACTION PLAN 2021. ENVIRONMENT AGENCY.
"Ingle, K.V. and Proakis, G.J. (2007) Digital Signal Processing Using MATLAB. Stamford: Cengage Learning. 'Assessment Report on Pollinators, Pollination and Food Production' (2016) Dec 7. Zenodo.Available at: https://explore.openaire.eu/search/publication?articleId=dedup_wf_001::23642fd54072123c898eda33cfe58ad3.",website,"{'authors': ['Ingle', 'K.V.', 'Proakis', 'G.J.'], 'year': '2007', 'title': 'Digital Signal Processing Using MATLAB', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://explore.openaire.eu/search/publication?articleId=dedup_wf_001::23642fd54072123c898eda33cfe58ad3.', 'accessed_date': '', 'reference_type': 'website'}","['missing_access_date', 'url_without_doi']","Ingle, K.V. and Proakis, G.J. (n.d.) Digital Signal Processing Using MATLAB. Stamford: Cengage Learning. 'Assessment Report on Pollinators, Pollination and Food Production' (n.d.) Dec 7. Zenodo.Available at: https://explore.openaire.eu/search/publication?articleId=dedup_wf_001::23642fd54072123c898eda33cfe58ad3."
"Rietdorf, K. and Bootman, M. (2024) 'Topic 3: rare diseases'. S290: Investigating human health and disease. Available at: https://learn2.open.ac.uk/mod/oucontent/view.php?id=2332940 (Accessed: 24 January 2025).",website,"{'authors': ['Rietdorf', 'K.', 'Bootman', 'M.'], 'year': '2024', 'title': 'Topic 3: rare diseases', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://learn2.open.ac.uk/mod/oucontent/view.php?id=2332940', 'accessed_date': '24 January 2025', 'reference_type': 'website'}",['url_without_doi'],"Rietdorf, K. & Bootman, M. (2024) 'Topic 3: rare diseases'. S290: Investigating human health & disease. Available at: https://learn2.open.ac.uk/mod/oucontent/view.php?id=2332940 (Accessed: 24 January 2025)."
