raw_reference,stage_1_label,stage_2_extracted_fields,violation_tags,adversarial_reference
"Aizen, M.A. and Harder, L.D. (2009) 'The global stock of domesticated honeybees is growing slower than agricultural demand for pollination', Current Biology, 19(11), pp.915-918.",journal,"{'authors': ['Aizen', 'M.A.', 'Harder', 'L.D.'], 'year': '2009', 'title': ""'The global stock of domesticated honeybees is growing slower than agricultural demand for pollination', Current Biology, 19(11), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Aizen, M.A. and Harder, L.D. (2009) 'The global stock of domesticated honeybees is growing slower than agricultural demand for pollination', Current Biology, 19(11), pp.915-918."
"Boys, R. (1999) “Beekeeping in a nutshellListen to the Bees”, Available at https://beedata.com.mirror.hiveeyes.org/data2/listen/listenbees.htm [Last accessed 18 October 2020]",website,"{'authors': ['Boys', 'R.'], 'year': '1999', 'title': '“Beekeeping in a nutshellListen to the Bees”, Available at https://beedata', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://beedata.com.mirror.hiveeyes.org/data2/listen/listenbees.htm', 'accessed_date': '', 'reference_type': 'website'}",['url_without_doi'],"Boys, R. (n.d.) “Beekeeping in a nutshellListen to the Bees”, Available at https://beedata.com.mirror.hiveeyes.org/data2/listen/listenbees.htm [Last accessed 18 October 2020]"
"Johnson, B.R. (2009) 'Division of labor in honeybees: form, function, and proximate mechanisms', Behavioral Ecology and Sociobiology, 64(3), pp.305-316. -",journal,"{'authors': ['Johnson', 'B.R.'], 'year': '2009', 'title': ""'Division of labor in honeybees: form, function, and proximate mechanisms', Behavioral Ecology and Sociobiology, 64(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Johnson, B.R. (2009) 'Division of labor in honeybees: form, function, and proximate mechanisms', Behavioral Ecology and Sociobiology, 64(3), pp.305-316. -"
"Robinson, J. (2007) Social variation across the UK. Available at: https://www.bl.uk/british-accents-and-dialects/articles/social-variatio… (Accessed: 21 November 2021).",website,"{'authors': ['Robinson', 'J.'], 'year': '2007', 'title': 'Social variation across the UK', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.bl.uk/british-accents-and-dialects/articles/social-variatio…', 'accessed_date': '21 November 2021', 'reference_type': 'website'}",['url_without_doi'],"Robinson, J. (2007) Social variation across the UK. Retrieved from: https://www.bl.uk/british-accents-and-dialects/articles/social-variatio… (Accessed: 21 November 2021)."
"Dower, J. (1832) A map shewing the parliamentary representation of England & Wales, according as the same are settled by the Reform Act passed 7th June 1832, 1 inch to 35 miles. J. Gardner.",other,"{'authors': ['Dower', 'J.'], 'year': '1832', 'title': 'A map shewing the parliamentary representation of England & Wales, according as the same are settled by the Reform Act passed 7th June 1832, 1 inch to 35 miles', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'other'}",[],"Dower, J (1832) A map shewing the parliamentary representation of England & Wales, according as the same are settled by the Reform Act passed 7th June 1832, 1 inch to 35 miles J Gardner"
"Ramsey, M.,Bencsik, M. and Newton, M.I. (2017) 'Long-term trends in the honeybee 'whooping signal' revealed by automated detection', PloS One, 12(2), pp.e0171162.",journal,"{'authors': ['Ramsey', 'M.', 'Bencsik', 'M.', 'Newton', 'M.I.'], 'year': '2017', 'title': ""'Long-term trends in the honeybee 'whooping signal' revealed by automated detection', PloS One, 12(2), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Ramsey, M.,Bencsik, M. and Newton, M.I. (2017) 'Long-term trends in the honeybee 'whooping signal' revealed by automated detection', PloS One, 12(2), pp.e0171162."
"Gates, B.N. (1914) The temperature of the bee colony. Washington: U.S. Dept. of Agriculture.",other,"{'authors': ['Gates', 'B.N.'], 'year': '1914', 'title': 'The temperature of the bee colony', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'other'}",[],"Gates, BN (1914) The temperature of the bee colony Washington: US Dept of Agriculture"
"Qandour, A. et al. (2014) 'Remote beehive monitoring using acoustic signals', Australian Acoustical Society, 42(3), pp.204-209.",journal,"{'authors': ['Qandour', 'A. et al.'], 'year': '2014', 'title': ""'Remote beehive monitoring using acoustic signals', Australian Acoustical Society, 42(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Qandour, A. et al. (2014) 'Remote beehive monitoring using acoustic signals', Australian Acoustical Society, 42(3), pp.204-209."
"Ramsey, M.,Bencsik, M. and Newton, M.I. (2017) 'Long-term trends in the honeybee 'whooping signal' revealed by automated detection', PloS One, 12(2), pp.e0171162.",journal,"{'authors': ['Ramsey', 'M.', 'Bencsik', 'M.', 'Newton', 'M.I.'], 'year': '2017', 'title': ""'Long-term trends in the honeybee 'whooping signal' revealed by automated detection', PloS One, 12(2), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Ramsey, M.,Bencsik, M. and Newton, M.I. (2017) 'Long-term trends in the honeybee 'whooping signal' revealed by automated detection', PloS One, 12(2), pp.e0171162."
University of Reading (2025) 'From digging in search of the past…to shaping the future of space.' [Instagram] 13 September. Available at: https://www.instagram.com/uniofreading/p/DOgai7NAHql/ (Accessed: 15 September 2025).,website,"{'authors': ['University of Reading'], 'year': '2025', 'title': ""'From digging in search of the past…to shaping the future of space"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.instagram.com/uniofreading/p/DOgai7NAHql/', 'accessed_date': '15 September 2025', 'reference_type': 'website'}",['url_without_doi'],University of Reading (2025) 'From digging in search of the past…to shaping the future of space.' [Instagram] 13 September. Retrieved from: https://www.instagram.com/uniofreading/p/DOgai7NAHql/ (Accessed: 15 September 2025).
"Kumar, S.S. (2018) 'Colony collapse disorder (CCD) in honeybees caused by EMF Radiation', Bioinformation, 14(9), pp.521-524.",journal,"{'authors': ['Kumar', 'S.S.'], 'year': '2018', 'title': ""'Colony collapse disorder (CCD) in honeybees caused by EMF Radiation', Bioinformation, 14(9), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"KUMAR, S.S. (2018) 'COLONY COLLAPSE DISORDER (CCD) IN HONEYBEES CAUSED BY EMF RADIATION', BIOINFORMATION, 14(9), PP.521-524."
"Bush, T. (2006). Theories of Childcare. London: Harper Row.",book,"{'authors': ['Bush', 'T.'], 'year': '2006', 'title': '', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"BUSH, T. (2006). THEORIES OF CHILDCARE. LONDON: HARPER ROW."
"Lau, C. and Nieh, J. (2010) 'Honeybee stop-signal production: temporal distribution and effect of feeder crowding', Apidologie, 41(1), pp.87-95.",journal,"{'authors': ['Lau', 'C.', 'Nieh', 'J.'], 'year': '2010', 'title': ""'Honeybee stop-signal production: temporal distribution and effect of feeder crowding', Apidologie, 41(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Lau, C and Nieh, J (2010) 'Honeybee stop-signal production: temporal distribution and effect of feeder crowding', Apidologie, 41(1), pp87-95"
"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University.",thesis,"{'authors': ['Lalani', 'B.'], 'year': '2017', 'title': 'Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'thesis'}",[],"Lalani, B. (2017) Economics & adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University."
"Ratnieks, F.L.W. and Carreck, N.L. (2010) 'Ecology. Clarity on honeybee collapse?', Science 327(5962), pp.152-153.",journal,"{'authors': ['Ratnieks', 'F.L.W.', 'Carreck', 'N.L.'], 'year': '2010', 'title': ""'Ecology"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"RATNIEKS, F.L.W. AND CARRECK, N.L. (2010) 'ECOLOGY. CLARITY ON HONEYBEE COLLAPSE?', SCIENCE 327(5962), PP.152-153."
"Nolasco, I., Terenzi, A., Cecchi, S., Orcioni, S., Bear, H.L. and Benetos, E. (2019) 'Audio-based identification of beehive states', ICASSP 2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP). Brighton, UK, 12–17 May. IEEE, pp. 8256–8260. Available at: doi.org.",conference,"{'authors': ['Nolasco', 'I.', 'Terenzi', 'A.', 'Cecchi', 'S.', 'Orcioni', 'S.', 'Bear', 'H.L.', 'Benetos', 'E.'], 'year': '2019', 'title': ""'Audio-based identification of beehive states', ICASSP 2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'conference'}",['missing_access_date'],"Nolasco, I, Terenzi, A, Cecchi, S, Orcioni, S, Bear, HL and Benetos, E (2019) 'Audio-based identification of beehive states', ICASSP 2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP) Brighton, UK, 12–17 May IEEE, pp 8256–8260 Available at: doiorg"
"Bencsik, M. et al. (2011a) 'Identification of the honeybee swarming process by analysing the time course of hive vibrations', Computers and Electronics in Agriculture, 76(1), pp.44-50.",journal,"{'authors': ['Bencsik', 'M. et al.'], 'year': '2011a', 'title': ""'Identification of the honeybee swarming process by analysing the time course of hive vibrations', Computers and Electronics in Agriculture, 76(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Bencsik, M. et al. (2011a) 'Identification of the honeybee swarming process by analysing the time course of hive vibrations', Computers and Electronics in Agriculture, 76(1), pp.44-50."
"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University.",thesis,"{'authors': ['Lalani', 'B.'], 'year': '2017', 'title': 'Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'thesis'}",[],"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University."
"Gates, B.N. (1914) The temperature of the bee colony. Washington: U.S. Dept. of Agriculture.",other,"{'authors': ['Gates', 'B.N.'], 'year': '1914', 'title': 'The temperature of the bee colony', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'other'}",[],"Gates, BN (1914) The temperature of the bee colony Washington: US Dept of Agriculture"
"Phiri, B.J., Fèvre, D. and Hidano, A. (2022) 'Uptrend in global managed honeybee colonies and production based on a six-decade viewpoint, 1961-2017', Scientific Reports, 12(1), pp.21298.",journal,"{'authors': ['Phiri', 'B.J.', 'Fèvre', 'D.', 'Hidano', 'A.'], 'year': '2022', 'title': ""'Uptrend in global managed honeybee colonies and production based on a six-decade viewpoint, 1961-2017', Scientific Reports, 12(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Phiri, B.J., Fèvre, D. and Hidano, A. (n.d.) 'Uptrend in global managed honeybee colonies and production based on a six-decade viewpoint, 1961-2017', Scientific Reports, 12(1), pp.21298."
"Gradišek, A. and Grad, J. (2018) 'Bumblebee brood temperature and colony development: a field study', Acta Entomologica Slovenica, 26(2), pp.219-232.",journal,"{'authors': ['Gradišek', 'A.', 'Grad', 'J.'], 'year': '2018', 'title': ""'Bumblebee brood temperature and colony development: a field study', Acta Entomologica Slovenica, 26(2), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Gradišek, A. & Grad, J. (2018) 'Bumblebee brood temperature & colony development: a field study', Acta Entomologica Slovenica, 26(2), pp.219-232."
"Carling, A. (1992) Introduction to neural networks.1st edn. Wilmslow: Coronet Books.",book,"{'authors': ['Carling', 'A.'], 'year': '1992', 'title': 'Introduction to neural networks', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Carling, A. (1992) Introduction to neural networks.1st edn. Wilmslow: Coronet Books."
"Erbil, D.G. (2020) ‘A review of flipped classroom and cooperative learning method within the context of Vygotsky theory’, Frontiers in Psychology, 11, article 1157. Available at: https://www.frontiersin.org/article/10.3389/fpsyg.2020.01157 (Accessed: 6 May 2024). journal",unknown,"{'authors': ['Erbil', 'D.G.'], 'year': '2020', 'title': '‘A review of flipped classroom and cooperative learning method within the context of Vygotsky theory’, Frontiers in Psychology, 11, article 1157', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.frontiersin.org/article/10.3389/fpsyg.2020.01157', 'accessed_date': '6 May 2024', 'reference_type': 'unknown'}",['url_without_doi'],"Erbil, DG (2020) ‘A review of flipped classroom and cooperative learning method within the context of Vygotsky theory’, Frontiers in Psychology, 11, article 1157 Available at: https://wwwfrontiersinorg/article/103389/fpsyg202001157 (Accessed: 6 May 2024) journal"
"Zgank, A. (2018) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', In Proceedings of the 2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO). Opatija, Croatia, 21–25 May. IEEE, pp. 0471–0474. Available at:  doi: 10.1109/ELEKTRO.2018.8398253.",conference,"{'authors': ['Zgank', 'A.'], 'year': '2018', 'title': ""'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', In Proceedings of the 2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'conference'}",['missing_access_date'],"Zgank, A. (2018) 'Acoustic monitoring & classification of bee swarm activity using MFCC feature extraction & HMM acoustic modelling', In Proceedings of the 2018 41st International Convention on Information & Communication Technology, Electronics & Microelectronics (MIPRO). Opatija, Croatia, 21–25 May. IEEE, pp. 0471–0474. Available at:  doi: 10.1109/ELEKTRO.2018.8398253."
Scientific Advisory Committee on Nutrition (2016) Vitamin D and health. Available at: https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/537616/SACN_Vitamin_D_and_Health_report.pdf (Accessed: 25 July 2025).,other,"{'authors': ['Scientific Advisory Committee on Nutrition'], 'year': '2016', 'title': 'Vitamin D and health', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/537616/SACN_Vitamin_D_and_Health_report.pdf', 'accessed_date': '25 July 2025', 'reference_type': 'other'}",['url_without_doi'],SCIENTIFIC ADVISORY COMMITTEE ON NUTRITION (2016) VITAMIN D AND HEALTH. AVAILABLE AT: HTTPS://ASSETS.PUBLISHING.SERVICE.GOV.UK/GOVERNMENT/UPLOADS/SYSTEM/UPLOADS/ATTACHMENT_DATA/FILE/537616/SACN_VITAMIN_D_AND_HEALTH_REPORT.PDF (ACCESSED: 25 JULY 2025).
"Eltiraifi, O., Elbasheer, E. and Nawari, M. (2018) 'A comparative study of MFCC and LPCC features for speech activity detection using deep belief network', Science of the Total Environment, 661 pp.553-562.",journal,"{'authors': ['Eltiraifi', 'O.', 'Elbasheer', 'E.', 'Nawari', 'M.'], 'year': '2018', 'title': ""'A comparative study of MFCC and LPCC features for speech activity detection using deep belief network', Science of the Total Environment, 661 pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Eltiraifi, O., Elbasheer, E. and Nawari, M. (n.d.) 'A comparative study of MFCC and LPCC features for speech activity detection using deep belief network', Science of the Total Environment, 661 pp.553-562."
"Young, H.D., Freedman, R.A., Sandin, T.R., and Ford, A.L. (2015) Sears and Zemansky's university physics. Addison-Wesley.",book,"{'authors': ['Young', 'H.D.', 'Freedman', 'R.A.', 'Sandin', 'T.R.', '', 'Ford', 'A.L.'], 'year': '2015', 'title': ""Sears and Zemansky's university physics"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",['missing_place'],"Young, H.D., Freedman, R.A., Sandin, T.R., and Ford, A.L. (2015) Sears and Zemansky's university physics. Addison-Wesley."
"Smith, B.P. and Brier, M.E. (1996) 'Statistical approach to neural network model building for gentamicin peak predictions', Journal of Pharmaceutical Sciences, 85(1), pp.65-69.",journal,"{'authors': ['Smith', 'B.P.', 'Brier', 'M.E.'], 'year': '1996', 'title': ""'Statistical approach to neural network model building for gentamicin peak predictions', Journal of Pharmaceutical Sciences, 85(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Smith, B.P. and Brier, M.E. (n.d.) 'Statistical approach to neural network model building for gentamicin peak predictions', Journal of Pharmaceutical Sciences, 85(1), pp.65-69."
"Nolasco, I., Terenzi, A., Cecchi, S., Orcioni, S., Bear, H.L. and Benetos, E. (2019) ‘Audio-based identification of beehive states’, in ICASSP 2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP). Brighton, UK, 12–17 May 2019, pp. 8256–8260. Available at: https://doi.org/10.1109/icassp.2019.8682981 - conference
.",unknown,"{'authors': ['Nolasco', 'I.', 'Terenzi', 'A.', 'Cecchi', 'S.', 'Orcioni', 'S.', 'Bear', 'H.L.', 'Benetos', 'E.'], 'year': '2019', 'title': '‘Audio-based identification of beehive states’, in ICASSP 2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://doi.org/10.1109/icassp.2019.8682981', 'accessed_date': '', 'reference_type': 'unknown'}",['missing_access_date'],"NOLASCO, I., TERENZI, A., CECCHI, S., ORCIONI, S., BEAR, H.L. AND BENETOS, E. (2019) ‘AUDIO-BASED IDENTIFICATION OF BEEHIVE STATES’, IN ICASSP 2019 IEEE INTERNATIONAL CONFERENCE ON ACOUSTICS, SPEECH AND SIGNAL PROCESSING (ICASSP). BRIGHTON, UK, 12–17 MAY 2019, PP. 8256–8260. AVAILABLE AT: HTTPS://DOI.ORG/10.1109/ICASSP.2019.8682981 - CONFERENCE
."
Dundalk Institute of Technology. (2012). Whitaker Theatre [image online]. Available from: https://www.dkit.ie/about [accessed 5 July 2014].,image,"{'authors': ['Dundalk Institute of Technology.'], 'year': '2012', 'title': '', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.dkit.ie/about', 'accessed_date': '', 'reference_type': 'image'}",['url_without_doi'],DUNDALK INSTITUTE OF TECHNOLOGY. (2012). WHITAKER THEATRE [IMAGE ONLINE]. AVAILABLE FROM: HTTPS://WWW.DKIT.IE/ABOUT [ACCESSED 5 JULY 2014].
"Bencsik, M. et al. (2011a) 'Identification of the honeybee swarming process by analysing the time course of hive vibrations', Computers and Electronics in Agriculture, 76(1), pp.44-50.",journal,"{'authors': ['Bencsik', 'M. et al.'], 'year': '2011a', 'title': ""'Identification of the honeybee swarming process by analysing the time course of hive vibrations', Computers and Electronics in Agriculture, 76(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Bencsik, M. et al. (2011a) 'Identification of the honeybee swarming process by analysing the time course of hive vibrations', Computers and Electronics in Agriculture, 76(1), pp.44-50."
"Qandour, A. et al. (2014) 'Remote beehive monitoring using acoustic signals', Australian Acoustical Society, 42(3), pp.204-209.",journal,"{'authors': ['Qandour', 'A. et al.'], 'year': '2014', 'title': ""'Remote beehive monitoring using acoustic signals', Australian Acoustical Society, 42(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Qandour, A. et al. (2014) 'Remote beehive monitoring using acoustic signals', Australian Acoustical Society, 42(3), pp.204-209."
"Zgank, A. (2018) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', In Proceedings of the 2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO). Opatija, Croatia, 21–25 May. IEEE, pp. 0471–0474. Available at:  doi: 10.1109/ELEKTRO.2018.8398253.",conference,"{'authors': ['Zgank', 'A.'], 'year': '2018', 'title': ""'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', In Proceedings of the 2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'conference'}",['missing_access_date'],"Zgank, A. (2018) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', In Proceedings of the 2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO). Opatija, Croatia, 21–25 May. IEEE, pp. 0471–0474. Retrieved from:  doi: 10.1109/ELEKTRO.2018.8398253."
"Ingle, K.V. and Proakis, G.J. (2007) Digital Signal Processing Using MATLAB. Stamford: Cengage Learning. 'Assessment Report on Pollinators, Pollination and Food Production' (2016) Dec 7. Zenodo.Available at: https://explore.openaire.eu/search/publication?articleId=dedup_wf_001::23642fd54072123c898eda33cfe58ad3.",website,"{'authors': ['Ingle', 'K.V.', 'Proakis', 'G.J.'], 'year': '2007', 'title': 'Digital Signal Processing Using MATLAB', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://explore.openaire.eu/search/publication?articleId=dedup_wf_001::23642fd54072123c898eda33cfe58ad3.', 'accessed_date': '', 'reference_type': 'website'}","['missing_access_date', 'url_without_doi']","Ingle, K.V. and Proakis, G.J. (2007) Digital Signal Processing Using MATLAB. Stamford: Cengage Learning. 'Assessment Report on Pollinators, Pollination and Food Production' (2016) Dec 7. Zenodo.Retrieved from: https://explore.openaire.eu/search/publication?articleId=dedup_wf_001::23642fd54072123c898eda33cfe58ad3."
"Lee, K.Y. et al. (2017) 'Pollination efficiency of honeybees (Apis mellifera L.) and bumblebees (Bombus terrestris L.) in different cultivars of Asian Pear (Pyrus pyrifolia Nakai)', Journal of Apiculture, 32(4), pp.303-314.",journal,"{'authors': ['Lee', 'K.Y. et al.'], 'year': '2017', 'title': ""'Pollination efficiency of honeybees (Apis mellifera L"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Lee, KY et al (2017) 'Pollination efficiency of honeybees (Apis mellifera L) and bumblebees (Bombus terrestris L) in different cultivars of Asian Pear (Pyrus pyrifolia Nakai)', Journal of Apiculture, 32(4), pp303-314"
"Robles-Guerrero, A. et al. (2017) 'Frequency analysis of honeybee buzz for automatic recognition of health status: A preliminary study', Research in Computing Science, 142(1), pp.89-98.",journal,"{'authors': ['Robles-Guerrero', 'A. et al.'], 'year': '2017', 'title': ""'Frequency analysis of honeybee buzz for automatic recognition of health status: A preliminary study', Research in Computing Science, 142(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Robles-Guerrero, A. et al. (n.d.) 'Frequency analysis of honeybee buzz for automatic recognition of health status: A preliminary study', Research in Computing Science, 142(1), pp.89-98."
"Bloomfield, P. (1976) Fourier analysis of time series: An introduction, New York,: John Wiley & Sons.",book,"{'authors': ['Bloomfield', 'P.'], 'year': '1976', 'title': 'Fourier analysis of time series: An introduction, New York,: John Wiley & Sons', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"BLOOMFIELD, P. (1976) FOURIER ANALYSIS OF TIME SERIES: AN INTRODUCTION, NEW YORK,: JOHN WILEY & SONS."
"Hochreiter, S. and Schmidhuber, J. (1997) 'Long short-term memory', Neural Computation, 9(8), pp.1735-1780.",journal,"{'authors': ['Hochreiter', 'S.', 'Schmidhuber', 'J.'], 'year': '1997', 'title': ""'Long short-term memory', Neural Computation, 9(8), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"HOCHREITER, S. AND SCHMIDHUBER, J. (1997) 'LONG SHORT-TERM MEMORY', NEURAL COMPUTATION, 9(8), PP.1735-1780."
"Switanek, M. et al. (2017) 'Modelling seasonal effects of temperature and precipitation on honeybee winter mortality in a temperate climate', Science of the Total Environment, 579 pp.1581-1587.",journal,"{'authors': ['Switanek', 'M. et al.'], 'year': '2017', 'title': ""'Modelling seasonal effects of temperature and precipitation on honeybee winter mortality in a temperate climate', Science of the Total Environment, 579 pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Switanek, M. et al. (n.d.) 'Modelling seasonal effects of temperature and precipitation on honeybee winter mortality in a temperate climate', Science of the Total Environment, 579 pp.1581-1587."
"Gursimran, K. and Neha, M. (2015) 'Music genre classification using MFCC, SVM and BPNN', International Journal of Computer Applications, 112(6), pp.12-14.",journal,"{'authors': ['Gursimran', 'K.', 'Neha', 'M.'], 'year': '2015', 'title': ""'Music genre classification using MFCC, SVM and BPNN', International Journal of Computer Applications, 112(6), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Gursimran, K. and Neha, M. (n.d.) 'Music genre classification using MFCC, SVM and BPNN', International Journal of Computer Applications, 112(6), pp.12-14."
